Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments needing ICT personnel,Total of Need (ICT personnel ),Need - Chief Information Officer - CIO  ,Need - Information Technology Department Manager,Need - Computer System  Designers and Analysts  ,Need - Computer Programmer,Need - Computer Associate Professionals,Need - Others
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,"26) Manufacture of computer, electronic and optical products",10.4,26.0,0.0,0.0,10.4,15.6,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,27) Manufacture of electrical equipment,8.1176,16.2353,0.0,8.1176,8.1176,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,28) Manufacture of machinery and equipment n.e.c.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,30) Manufacture of other transport equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,31) Manufacture of furniture,4.1667,4.1667,0.0,0.0,0.0,0.0,4.1667,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,32) Other manufacturing,4.6471,9.2941,0.0,0.0,0.0,9.2941,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,33) Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,"38) Waste collection, treatment and disposal activities; materials recovery",2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,06) 51 -  200 persons,Total,138.5668,238.4273,9.6667,32.0017,44.2265,58.0129,91.3115,3.2083
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,10) Manufacture of food products,28.9058,45.0804,0.0,5.4444,6.5642,18.0975,11.6924,3.2821
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,11) Manufacture of beverages,2.9,4.4,0.0,0.0,0.0,1.4,3.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,13) Manufacture of textiles,2.2121,4.4242,0.0,0.0,0.0,0.0,4.4242,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,14) Manufacture of wearing apparel,5.4829,7.1257,0.0,0.0,1.6429,3.5629,1.92,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.1818,2.3636,0.0,0.0,2.3636,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,17) Manufacture of paper and paper products,6.0,9.0,0.0,0.0,0.0,7.8,1.2,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,18) Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,20) Manufacture of chemicals and chemical products,7.1429,16.8571,0.0,2.0,5.1429,5.1429,4.5714,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,22) Manufacture of rubber and plastics products,9.8378,38.1917,0.0,0.0,4.422,10.9989,21.2508,1.52
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,23) Manufacture of other non-metallic mineral products,2.8888,8.6667,0.0,0.0,0.0,4.3333,2.8888,1.4444
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,24) Manufacture of basic metals,2.5284,8.8491,0.0,1.2642,1.2642,2.5284,3.7925,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",6.1935,8.258,0.0,0.0,0.0,4.129,4.129,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,"26) Manufacture of computer, electronic and optical products",15.5742,51.3614,0.0,3.3,3.3,32.7971,10.1071,1.8571
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,27) Manufacture of electrical equipment,7.6412,11.0158,0.0,0.0,0.0,6.219,4.7968,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,28) Manufacture of machinery and equipment n.e.c.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",7.4831,8.9079,0.0,0.0,1.4249,2.5582,4.9249,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,30) Manufacture of other transport equipment,3.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,31) Manufacture of furniture,1.7778,8.8889,1.7778,1.7778,1.7778,1.7778,1.7778,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,32) Other manufacturing,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,33) Repair and installation of machinery and equipment,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,07) More than 200 persons,Total,113.5503,244.1905,1.7778,13.7864,27.9025,106.145,86.4757,8.1036
2020,2) Non Municipal Area,02) Manufacturing,Total,10) Manufacture of food products,43.321,63.3393,0.0,5.4444,10.408,21.9413,22.2638,3.2821
2020,2) Non Municipal Area,02) Manufacturing,Total,11) Manufacture of beverages,5.6143,7.1143,0.0,0.0,0.0,4.1143,3.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,13) Manufacture of textiles,61.4249,300.488,0.0,0.0,59.2128,118.4255,122.8497,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,14) Manufacture of wearing apparel,14.8465,37.4893,6.0,6.0,11.0065,12.5629,1.92,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",24.6091,51.4438,3.6667,3.6667,10.8045,7.3334,23.4273,2.5455
2020,2) Non Municipal Area,02) Manufacturing,Total,17) Manufacture of paper and paper products,6.0,9.0,0.0,0.0,0.0,7.8,1.2,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,18) Printing and reproduction of recorded media,8.194,16.3878,0.0,0.0,0.0,8.194,8.194,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,20) Manufacture of chemicals and chemical products,33.4756,49.338,8.825,2.0,9.9762,5.1429,23.394,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",5.3333,7.3333,0.0,0.0,1.0,1.0,5.3333,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,22) Manufacture of rubber and plastics products,24.0423,54.3962,0.0,0.0,4.422,10.9989,34.247,4.7283
2020,2) Non Municipal Area,02) Manufacturing,Total,23) Manufacture of other non-metallic mineral products,28.6174,43.4596,0.0,0.0,0.0,13.7976,28.2174,1.4444
2020,2) Non Municipal Area,02) Manufacturing,Total,24) Manufacture of basic metals,6.1474,12.4681,0.0,1.2642,1.2642,2.5284,7.4115,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,"25) Manufacture of fabricated metal products, except machinery and equipment",70.184,86.4659,0.0,14.2174,7.4242,12.3899,52.4344,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,"26) Manufacture of computer, electronic and optical products",25.9742,77.3614,0.0,3.3,13.7,48.3971,10.1071,1.8571
2020,2) Non Municipal Area,02) Manufacturing,Total,27) Manufacture of electrical equipment,16.7588,31.2511,0.0,8.1176,10.1176,8.219,4.7968,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,28) Manufacture of machinery and equipment n.e.c.,8.2534,16.5069,3.9677,0.0,0.0,0.0,12.5391,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,"29) Manufacture of motor vehicles, trailers and semi-trailers",16.3831,17.8079,0.0,0.0,7.3249,5.5582,4.9249,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,30) Manufacture of other transport equipment,3.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,31) Manufacture of furniture,27.4712,34.5823,1.7778,12.6349,1.7778,12.4474,5.9445,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,32) Other manufacturing,6.4471,11.0941,0.0,0.0,0.0,11.0941,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,33) Repair and installation of machinery and equipment,6.4,8.4,0.0,0.0,0.0,5.4,3.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,37) Sewerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,"38) Waste collection, treatment and disposal activities; materials recovery",2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,39) Remediation activities and other waste management services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,02) Manufacturing,Total,Total,444.9976,944.2273,24.2372,56.6452,148.4387,322.8449,378.2048,13.8574
2020,2) Non Municipal Area,03) Construction,01) 1 - 10 persons,41) Construction of buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,01) 1 - 10 persons,42) Civil engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,01) 1 - 10 persons,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,01) 1 - 10 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,02) 11 - 15 persons,41) Construction of buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,02) 11 - 15 persons,42) Civil engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,02) 11 - 15 persons,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,02) 11 - 15 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,03) 16 - 25 persons,41) Construction of buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,03) 16 - 25 persons,42) Civil engineering,6.7553,10.6014,0.0,0.0,2.9091,0.0,7.6923,0.0
2020,2) Non Municipal Area,03) Construction,03) 16 - 25 persons,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,03) 16 - 25 persons,Total,6.7553,10.6014,0.0,0.0,2.9091,0.0,7.6923,0.0
2020,2) Non Municipal Area,03) Construction,04) 26 - 30 persons,41) Construction of buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,04) 26 - 30 persons,42) Civil engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,04) 26 - 30 persons,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,04) 26 - 30 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,05) 31 - 50 persons,41) Construction of buildings,5.2857,21.1429,0.0,0.0,5.2857,5.2857,5.2857,5.2857
2020,2) Non Municipal Area,03) Construction,05) 31 - 50 persons,42) Civil engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,05) 31 - 50 persons,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,05) 31 - 50 persons,Total,5.2857,21.1429,0.0,0.0,5.2857,5.2857,5.2857,5.2857
2020,2) Non Municipal Area,03) Construction,06) 51 -  200 persons,41) Construction of buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,06) 51 -  200 persons,42) Civil engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,06) 51 -  200 persons,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,06) 51 -  200 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,07) More than 200 persons,41) Construction of buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,07) More than 200 persons,42) Civil engineering,3.0,9.0,0.0,3.0,0.0,3.0,3.0,0.0
2020,2) Non Municipal Area,03) Construction,07) More than 200 persons,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,07) More than 200 persons,Total,3.0,9.0,0.0,3.0,0.0,3.0,3.0,0.0
2020,2) Non Municipal Area,03) Construction,Total,41) Construction of buildings,5.2857,21.1429,0.0,0.0,5.2857,5.2857,5.2857,5.2857
2020,2) Non Municipal Area,03) Construction,Total,42) Civil engineering,9.7553,19.6014,0.0,3.0,2.9091,3.0,10.6923,0.0
2020,2) Non Municipal Area,03) Construction,Total,43) Specialized construction activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,03) Construction,Total,Total,15.041,40.7443,0.0,3.0,8.1948,8.2857,15.978,5.2857
2020,2) Non Municipal Area,04) Land Transport and Storage,01) 1 - 10 persons,49) Land transport and transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,01) 1 - 10 persons,52) Warehousing and support activities for transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,01) 1 - 10 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,02) 11 - 15 persons,49) Land transport and transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,02) 11 - 15 persons,52) Warehousing and support activities for transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,02) 11 - 15 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,03) 16 - 25 persons,49) Land transport and transport via pipelines,5.4118,5.4118,0.0,0.0,0.0,0.0,5.4118,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,03) 16 - 25 persons,52) Warehousing and support activities for transportation,1.2727,5.0909,0.0,0.0,0.0,0.0,5.0909,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,03) 16 - 25 persons,Total,6.6845,10.5027,0.0,0.0,0.0,0.0,10.5027,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,04) 26 - 30 persons,49) Land transport and transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,04) 26 - 30 persons,52) Warehousing and support activities for transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,04) 26 - 30 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,05) 31 - 50 persons,49) Land transport and transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,05) 31 - 50 persons,52) Warehousing and support activities for transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,05) 31 - 50 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,06) 51 -  200 persons,49) Land transport and transport via pipelines,2.0769,10.3846,2.0769,2.0769,2.0769,2.0769,2.0769,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,06) 51 -  200 persons,52) Warehousing and support activities for transportation,7.1111,7.1111,0.0,0.0,0.0,0.0,7.1111,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,06) 51 -  200 persons,Total,9.188,17.4957,2.0769,2.0769,2.0769,2.0769,9.188,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,07) More than 200 persons,49) Land transport and transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,07) More than 200 persons,52) Warehousing and support activities for transportation,1.5,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,07) More than 200 persons,Total,1.5,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,Total,49) Land transport and transport via pipelines,7.4887,15.7964,2.0769,2.0769,2.0769,2.0769,7.4887,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,Total,52) Warehousing and support activities for transportation,9.8838,15.202,0.0,0.0,0.0,0.0,15.202,0.0
2020,2) Non Municipal Area,04) Land Transport and Storage,Total,Total,17.3725,30.9984,2.0769,2.0769,2.0769,2.0769,22.6907,0.0
2020,2) Non Municipal Area,05) Private Hospital,03) 16 - 25 persons,86) Human health activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,05) Private Hospital,03) 16 - 25 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,05) Private Hospital,06) 51 -  200 persons,86) Human health activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,05) Private Hospital,06) 51 -  200 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,05) Private Hospital,07) More than 200 persons,86) Human health activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,05) Private Hospital,07) More than 200 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,05) Private Hospital,Total,86) Human health activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,05) Private Hospital,Total,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,01) 1 - 10 persons,58) Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,01) 1 - 10 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,02) 11 - 15 persons,58) Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,02) 11 - 15 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,03) 16 - 25 persons,58) Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,03) 16 - 25 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,05) 31 - 50 persons,58) Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,05) 31 - 50 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,Total,58) Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,06) Publishing,Total,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,01) 1 - 10 persons,61) Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,01) 1 - 10 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,02) 11 - 15 persons,61) Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,02) 11 - 15 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,05) 31 - 50 persons,61) Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,05) 31 - 50 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,06) 51 -  200 persons,61) Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,06) 51 -  200 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,07) More than 200 persons,61) Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,07) More than 200 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,Total,61) Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2) Non Municipal Area,07) Telecommunication,Total,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",01) 1 - 10 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",01) 1 - 10 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",02) 11 - 15 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",02) 11 - 15 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",03) 16 - 25 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",03) 16 - 25 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",04) 26 - 30 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",04) 26 - 30 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",05) 31 - 50 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",05) 31 - 50 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",06) 51 -  200 persons,"91) Libraries, archives, museums and other cultural activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",06) 51 -  200 persons,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",07) More than 200 persons,"91) Libraries, archives, museums and other cultural activities",1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",07) More than 200 persons,Total,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",Total,"91) Libraries, archives, museums and other cultural activities",1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,Total,"01) Libraries, archives, museums    and other cultural",Total,Total,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,10) Manufacture of food products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,11) Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,13) Manufacture of textiles,77.5549,314.4059,0.0,0.0,59.2128,118.4255,118.4255,18.3421
2020,Total,02) Manufacturing,01) 1 - 10 persons,14) Manufacture of wearing apparel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,15) Manufacture of leather and related products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,17) Manufacture of paper and paper products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,18) Printing and reproduction of recorded media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,19) Manufacture of coke and refined petroleum products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,20) Manufacture of chemicals and chemical products,14.9731,21.1213,8.825,0.0,0.0,0.0,12.2963,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Total,02) Manufacturing,01) 1 - 10 persons,22) Manufacture of rubber and plastics products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
