Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments using Internet,Sending or receiving  e-mail  ,Getting information about goods  or services ,Getting information from government organizations ,Interacting with  government organization ,Purchase/ sale goods and services or trading  partner,Delivering products  online  in digitized  form  ,Internet banking or accessing other financial services , Training via e-learning  system ,VoIP / video conferencing,Use of instant messaging/ bulletin boards  ,Internal or  external recruitment  
2021,1) Municipal Area,03) Construction,02) 11 - 15 persons,42) Civil engineering,94.125,72.0714,73.5,75.3321,61.6821,32.8786,0.0,48.4357,1.9,16.91071428,59.15357142,10.08571428
2021,1) Municipal Area,03) Construction,02) 11 - 15 persons,43) Specialized construction activities,440.2203,360.7559,333.7857,254.3929,279.5596,144.0834,21.7917,169.4406,31.1965,74.19642855,181.01785707,88.93452378
2021,1) Municipal Area,03) Construction,02) 11 - 15 persons,Total,1426.5692,1144.0876,1206.6971,1059.7529,889.4559,500.8277,90.1575,669.5355,74.2858,332.2662434,697.4365073,213.04346907
2021,1) Municipal Area,03) Construction,03) 16 - 25 persons,41) Construction of buildings,759.6123,545.7265,659.7145,532.5083,564.5844,247.8088,80.5371,315.4566,14.8922,124.73601833,429.36056698,133.93382054
2021,1) Municipal Area,03) Construction,03) 16 - 25 persons,42) Civil engineering,96.159,87.2117,83.8538,73.6152,69.3098,24.7764,0.0,27.5862,3.8246,13.64912282,40.94824564,7.68859649
2021,1) Municipal Area,03) Construction,03) 16 - 25 persons,43) Specialized construction activities,373.001,333.9085,332.0192,281.0911,276.2499,131.3271,34.5798,133.2064,55.0175,103.86778715,139.38326336,97.69474794
2021,1) Municipal Area,03) Construction,03) 16 - 25 persons,Total,1228.7723,966.8467,1075.5875,887.2146,910.1441,403.9123,115.1169,476.2492,73.7343,242.2529283,609.69207598,239.31716497
2021,1) Municipal Area,03) Construction,04) 26 - 30 persons,41) Construction of buildings,151.9833,114.9833,97.5165,103.6666,111.0833,74.35,7.3,75.1167,17.6333,58.53333333,89.58333333,55.78333333
2021,1) Municipal Area,03) Construction,04) 26 - 30 persons,42) Civil engineering,26.6668,24.6668,22.9168,22.7501,20.9168,8.5,4.25,13.4168,4.25,9.5,17.41666667,3.5
2021,1) Municipal Area,03) Construction,04) 26 - 30 persons,43) Specialized construction activities,53.1794,46.1794,49.4871,37.1794,44.7948,34.7435,7.0,29.4358,6.3846,15.21794871,36.12820511,29.43589742
2021,1) Municipal Area,03) Construction,04) 26 - 30 persons,Total,231.8295,185.8295,169.9204,163.5961,176.7949,117.5935,18.55,117.9693,28.2679,83.25128204,143.12820511,88.71923075
2021,1) Municipal Area,03) Construction,05) 31 - 50 persons,41) Construction of buildings,267.4707,252.3278,227.8897,188.2559,190.8796,116.7194,28.963,106.0486,35.8268,83.41011902,105.38095235,64.73452378
2021,1) Municipal Area,03) Construction,05) 31 - 50 persons,42) Civil engineering,68.7185,66.1185,61.063,63.147,49.0978,35.0049,8.5,34.1207,10.25,20.46428571,35.40317463,17.85396826
2021,1) Municipal Area,03) Construction,05) 31 - 50 persons,43) Specialized construction activities,136.9332,120.4332,120.4332,108.8999,103.0332,77.1666,2.0,77.7333,7.4333,27.56666666,75.56666665,55.39999999
2021,1) Municipal Area,03) Construction,05) 31 - 50 persons,Total,473.1224,438.8795,409.3859,360.3028,343.0106,228.8909,39.463,217.9026,53.5101,131.44107139,216.35079363,137.98849203
2021,1) Municipal Area,03) Construction,06) 51 -  200 persons,41) Construction of buildings,232.8936,216.6436,199.6472,151.8333,145.5447,81.281,35.9429,99.9103,54.5143,70.00670995,85.02337662,76.52240259
2021,1) Municipal Area,03) Construction,06) 51 -  200 persons,42) Civil engineering,70.4049,68.8049,55.6406,59.6049,59.2906,35.8453,8.131,50.8739,14.731,36.6595238,41.3095238,23.18095238
2021,1) Municipal Area,03) Construction,06) 51 -  200 persons,43) Specialized construction activities,89.3417,87.5083,81.3483,76.6641,58.643,51.8355,8.625,43.3237,21.3618,39.47280704,45.75701757,45.4412281
2021,1) Municipal Area,03) Construction,06) 51 -  200 persons,Total,392.6402,372.9568,336.6361,288.1023,263.4783,168.9618,52.6989,194.1079,90.6071,146.13904079,172.08991799,145.14458307
2021,1) Municipal Area,03) Construction,07) More than 200 persons,41) Construction of buildings,35.8,35.8,32.2285,26.6285,35.8,17.9143,1.0,13.7714,10.1714,22.45714285,24.02857142,15.31428571
2021,1) Municipal Area,03) Construction,07) More than 200 persons,42) Civil engineering,9.0,9.0,6.6666,6.6666,5.5,4.5001,1.1667,2.3334,2.3334,4.66666668,5.66666668,3.50000001
2021,1) Municipal Area,03) Construction,07) More than 200 persons,43) Specialized construction activities,17.0,17.0,16.0,13.5714,15.2857,9.9047,1.7143,7.4762,9.9047,11.23809521,9.5238095,13.95238092
2021,1) Municipal Area,03) Construction,07) More than 200 persons,Total,61.8,61.8,54.8951,46.8665,56.5857,32.3191,3.881,23.581,22.4095,38.36190474,39.2190476,32.76666664
2021,1) Municipal Area,03) Construction,Total,41) Construction of buildings,6733.462,4395.0591,5168.4384,3655.7906,3713.1058,2275.3146,426.6603,2852.9999,313.4884,1493.75338215,3589.41722859,795.76588988
2021,1) Municipal Area,03) Construction,Total,42) Civil engineering,912.0002,678.9898,698.5965,643.4216,563.2325,312.6235,47.8578,381.9232,68.6991,185.15669113,479.87868227,82.79494571
2021,1) Municipal Area,03) Construction,Total,43) Specialized construction activities,6837.893,4778.5099,5245.0848,3530.5147,2918.1255,2838.5103,400.9881,2457.1315,681.541,1051.99875622,4115.42381997,1042.35562418
2021,1) Municipal Area,03) Construction,Total,Total,14483.3552,9852.5588,11112.1197,7829.7269,7194.4638,5426.4484,875.5062,5692.0546,1063.7285,2730.9088295,8184.71973083,1920.91645977
2021,1) Municipal Area,04) Land Transport and Storage,01) 1 - 10 persons,49) Land transport and transport via pipelines,12019.0437,6390.7994,8173.2642,3706.1898,3289.1755,4026.0152,206.2964,3021.6195,167.2392,1388.47568029,4212.88912753,1014.90196173
2021,1) Municipal Area,04) Land Transport and Storage,01) 1 - 10 persons,52) Warehousing and support activities for transportation,702.8371,569.7575,588.0039,372.5756,360.5538,304.6882,31.4323,243.4797,64.1851,132.54991944,319.3309178,67.04347824
2021,1) Municipal Area,04) Land Transport and Storage,01) 1 - 10 persons,Total,12721.8808,6960.5569,8761.2681,4078.7654,3649.7293,4330.7034,237.7287,3265.0992,231.4243,1521.02559973,4532.22004533,1081.94543997
2021,1) Municipal Area,04) Land Transport and Storage,02) 11 - 15 persons,49) Land transport and transport via pipelines,505.6843,414.9404,414.738,331.3749,259.75,246.1011,35.1904,221.3273,29.8571,91.64285713,281.27380949,67.79166666
2021,1) Municipal Area,04) Land Transport and Storage,02) 11 - 15 persons,52) Warehousing and support activities for transportation,136.1147,104.8528,119.9242,101.0368,100.5368,62.5541,14.5556,40.7525,12.5143,23.85555556,49.56984129,30.03809525
2021,1) Municipal Area,04) Land Transport and Storage,02) 11 - 15 persons,Total,641.799,519.7932,534.6622,432.4117,360.2868,308.6552,49.746,262.0798,42.3714,115.49841269,330.84365078,97.82976191
2021,1) Municipal Area,04) Land Transport and Storage,03) 16 - 25 persons,49) Land transport and transport via pipelines,548.5255,434.3655,464.4616,395.8007,365.4779,246.1178,48.8325,242.4819,40.4028,128.94426678,230.47804064,106.86367753
2021,1) Municipal Area,04) Land Transport and Storage,03) 16 - 25 persons,52) Warehousing and support activities for transportation,154.833,122.7553,133.4331,92.2776,95.4443,47.4111,15.0222,33.2666,12.1222,24.64444444,34.07777777,23.54444444
2021,1) Municipal Area,04) Land Transport and Storage,03) 16 - 25 persons,Total,703.3585,557.1208,597.8947,488.0783,460.9222,293.5289,63.8547,275.7485,52.525,153.58871122,264.55581841,130.40812197
2021,1) Municipal Area,04) Land Transport and Storage,04) 26 - 30 persons,49) Land transport and transport via pipelines,126.2891,122.0891,89.1781,55.6447,43.8891,43.2224,9.1112,38.2223,9.1112,12.86666668,33.93333336,14.51111112
2021,1) Municipal Area,04) Land Transport and Storage,04) 26 - 30 persons,52) Warehousing and support activities for transportation,40.8333,29.1191,38.1667,35.8334,34.1667,21.1786,3.8571,9.381,5.5238,6.85714286,14.79761905,5.52380953
2021,1) Municipal Area,04) Land Transport and Storage,04) 26 - 30 persons,Total,167.1224,151.2082,127.3448,91.4781,78.0558,64.401,12.9683,47.6033,14.635,19.72380954,48.73095241,20.03492065
2021,1) Municipal Area,04) Land Transport and Storage,05) 31 - 50 persons,49) Land transport and transport via pipelines,207.3188,193.1239,199.8522,167.2016,142.776,74.5648,32.4,95.0144,27.0221,51.00598289,116.77606833,77.11111108
2021,1) Municipal Area,04) Land Transport and Storage,05) 31 - 50 persons,52) Warehousing and support activities for transportation,101.717,95.5994,87.8899,82.0945,61.4033,46.5975,4.8921,33.4442,16.1455,28.87757668,42.20221218,26.65535445
2021,1) Municipal Area,04) Land Transport and Storage,05) 31 - 50 persons,Total,309.0358,288.7233,287.7421,249.2961,204.1793,121.1623,37.2921,128.4586,43.1676,79.88355957,158.97828051,103.76646553
2021,1) Municipal Area,04) Land Transport and Storage,06) 51 -  200 persons,49) Land transport and transport via pipelines,239.1362,230.7552,215.6008,183.0224,160.4007,101.4936,25.6318,85.3472,52.9037,86.09140856,125.48762899,70.45314683
2021,1) Municipal Area,04) Land Transport and Storage,06) 51 -  200 persons,52) Warehousing and support activities for transportation,113.1833,110.2742,96.9355,73.0191,81.0595,37.3668,9.1508,38.5426,15.873,30.86402486,46.04875679,55.80813631
2021,1) Municipal Area,04) Land Transport and Storage,06) 51 -  200 persons,Total,352.3195,341.0294,312.5363,256.0415,241.4602,138.8604,34.7826,123.8898,68.7767,116.95543342,171.53638578,126.26128314
2021,1) Municipal Area,04) Land Transport and Storage,07) More than 200 persons,49) Land transport and transport via pipelines,23.1668,20.6668,19.6668,19.6668,17.0002,11.1668,0.0,12.0001,5.6667,15.66666667,13.00000001,12.0
2021,1) Municipal Area,04) Land Transport and Storage,07) More than 200 persons,52) Warehousing and support activities for transportation,29.4167,28.0833,22.2737,20.1309,21.6547,12.1429,7.4762,18.1904,9.8096,12.28571427,11.76190475,13.57142856
2021,1) Municipal Area,04) Land Transport and Storage,07) More than 200 persons,Total,52.5835,48.7501,41.9405,39.7977,38.6549,23.3097,7.4762,30.1905,15.4763,27.95238094,24.76190476,25.57142856
2021,1) Municipal Area,04) Land Transport and Storage,Total,49) Land transport and transport via pipelines,13669.1644,7806.7403,9576.7617,4858.9009,4278.4694,4748.6817,357.4623,3716.0127,332.2028,1774.693529,5013.83800835,1363.63267495
2021,1) Municipal Area,04) Land Transport and Storage,Total,52) Warehousing and support activities for transportation,1278.9351,1060.4416,1086.627,776.9679,754.8191,531.9392,86.3863,417.057,136.1735,259.93437811,517.78902963,222.18474678
2021,1) Municipal Area,04) Land Transport and Storage,Total,Total,14948.0995,8867.1819,10663.3887,5635.8688,5033.2885,5280.6209,443.8486,4133.0697,468.3763,2034.62790711,5531.62703798,1585.81742173
2021,1) Municipal Area,05) Private Hospital,01) 1 - 10 persons,86) Human health activities,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2021,1) Municipal Area,05) Private Hospital,01) 1 - 10 persons,Total,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2021,1) Municipal Area,05) Private Hospital,02) 11 - 15 persons,86) Human health activities,4.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2021,1) Municipal Area,05) Private Hospital,02) 11 - 15 persons,Total,4.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2021,1) Municipal Area,05) Private Hospital,03) 16 - 25 persons,86) Human health activities,23.9999,22.6666,22.6666,22.9999,19.6666,6.0,0.0,11.0,7.3333,10.66666667,8.66666667,9.00000001
2021,1) Municipal Area,05) Private Hospital,03) 16 - 25 persons,Total,23.9999,22.6666,22.6666,22.9999,19.6666,6.0,0.0,11.0,7.3333,10.66666667,8.66666667,9.00000001
2021,1) Municipal Area,05) Private Hospital,04) 26 - 30 persons,86) Human health activities,10.0,10.0,6.0,7.0,5.0,3.0,0.0,7.0,5.0,5.0,7.0,2.0
2021,1) Municipal Area,05) Private Hospital,04) 26 - 30 persons,Total,10.0,10.0,6.0,7.0,5.0,3.0,0.0,7.0,5.0,5.0,7.0,2.0
2021,1) Municipal Area,05) Private Hospital,05) 31 - 50 persons,86) Human health activities,20.0,17.0,17.0,17.0,15.0,10.0,3.0,9.0,7.0,7.0,11.0,13.0
2021,1) Municipal Area,05) Private Hospital,05) 31 - 50 persons,Total,20.0,17.0,17.0,17.0,15.0,10.0,3.0,9.0,7.0,7.0,11.0,13.0
2021,1) Municipal Area,05) Private Hospital,06) 51 -  200 persons,86) Human health activities,125.3656,120.9073,113.3133,110.9668,102.7169,60.1276,11.3167,76.8228,57.3287,78.42380958,85.06904768,71.62261909
2021,1) Municipal Area,05) Private Hospital,06) 51 -  200 persons,Total,125.3656,120.9073,113.3133,110.9668,102.7169,60.1276,11.3167,76.8228,57.3287,78.42380958,85.06904768,71.62261909
2021,1) Municipal Area,05) Private Hospital,07) More than 200 persons,86) Human health activities,180.3613,175.9702,162.8811,153.2345,137.949,90.0643,26.432,107.3095,76.5715,118.33429272,124.46681495,132.46354443
2021,1) Municipal Area,05) Private Hospital,07) More than 200 persons,Total,180.3613,175.9702,162.8811,153.2345,137.949,90.0643,26.432,107.3095,76.5715,118.33429272,124.46681495,132.46354443
2021,1) Municipal Area,05) Private Hospital,Total,86) Human health activities,365.7268,352.5441,326.861,314.2012,284.3325,170.1919,41.7487,214.1323,153.2335,222.42476897,237.2025293,230.08616353
2021,1) Municipal Area,05) Private Hospital,Total,Total,365.7268,352.5441,326.861,314.2012,284.3325,170.1919,41.7487,214.1323,153.2335,222.42476897,237.2025293,230.08616353
2021,1) Municipal Area,06) Information and Communication,01) 1 - 10 persons,58) Publishing activities,270.3002,224.1336,210.9391,172.3835,119.0611,96.4222,44.6111,73.7278,14.4889,104.78333333,109.04444443,23.83888889
2021,1) Municipal Area,06) Information and Communication,01) 1 - 10 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",562.7185,396.4903,406.2701,294.714,261.5812,115.2648,79.9427,124.9614,49.7604,129.74894287,198.17624837,39.94269007
2021,1) Municipal Area,06) Information and Communication,01) 1 - 10 persons,60) Programming and broadcasting activities,483.6015,359.3365,390.4118,337.5065,222.9958,183.5601,89.247,158.151,36.0897,135.58028108,296.24716735,24.75731225
2021,1) Municipal Area,06) Information and Communication,01) 1 - 10 persons,61) Telecommunications,5401.9876,4012.0461,4264.2658,2587.4868,2484.0526,2480.9758,888.5791,2531.0978,993.5253,1365.6934066,2416.67252749,661.26813187
2021,1) Municipal Area,06) Information and Communication,01) 1 - 10 persons,"62) Computer programming, consultancy and related activities",761.3884,634.4627,572.889,454.1348,494.168,231.3054,108.7026,226.2838,48.2967,192.02639514,218.32708461,123.21180779
2021,1) Municipal Area,06) Information and Communication,01) 1 - 10 persons,63) Information service activities,83.2558,68.1725,68.5118,51.4285,22.744,21.3631,7.2857,18.2678,4.0,7.28571429,25.10119049,6.57142858
2021,1) Municipal Area,06) Information and Communication,01) 1 - 10 persons,Total,7563.252,5694.6417,5913.2876,3897.6541,3604.6027,3128.8914,1218.3682,3132.4896,1146.161,1935.11807331,3263.56866274,879.59025945
2021,1) Municipal Area,06) Information and Communication,02) 11 - 15 persons,58) Publishing activities,45.0,37.0,37.0,37.0,29.0,17.0,1.0,18.0,1.0,8.0,17.5,1.0
2021,1) Municipal Area,06) Information and Communication,02) 11 - 15 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",72.0333,66.3666,38.4832,34.2666,39.0165,12.2833,8.9333,34.5999,6.8,31.46666666,36.34999999,7.13333333
2021,1) Municipal Area,06) Information and Communication,02) 11 - 15 persons,60) Programming and broadcasting activities,11.0,11.0,10.0,10.0,8.0,5.0,1.0,7.0,3.0,5.0,7.0,3.0
2021,1) Municipal Area,06) Information and Communication,02) 11 - 15 persons,61) Telecommunications,76.5424,57.0425,57.8424,46.1283,48.1854,51.652,9.6475,29.6283,14.1142,23.51428571,50.79523809,32.40476191
2021,1) Municipal Area,06) Information and Communication,02) 11 - 15 persons,"62) Computer programming, consultancy and related activities",114.0,100.1429,111.3333,83.619,36.381,31.7143,29.7143,10.6667,19.8571,22.85714286,79.61904764,2.0
2021,1) Municipal Area,06) Information and Communication,02) 11 - 15 persons,63) Information service activities,16.0,16.0,16.0,13.0,7.0,0.0,3.0,3.0,3.0,9.0,13.0,6.0
2021,1) Municipal Area,06) Information and Communication,02) 11 - 15 persons,Total,334.5757,287.552,270.6589,224.0139,167.5829,117.6496,53.2951,102.8949,47.7713,99.83809523,204.26428572,51.53809524
2021,1) Municipal Area,06) Information and Communication,03) 16 - 25 persons,58) Publishing activities,43.0,43.0,43.0,18.25,14.75,14.25,10.25,2.0,8.25,9.75,11.75,9.75
2021,1) Municipal Area,06) Information and Communication,03) 16 - 25 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",98.8667,84.1667,87.7334,56.3667,73.6334,49.4,4.4,31.4333,18.9333,24.46666668,42.50000003,35.00000002
2021,1) Municipal Area,06) Information and Communication,03) 16 - 25 persons,60) Programming and broadcasting activities,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0
2021,1) Municipal Area,06) Information and Communication,03) 16 - 25 persons,61) Telecommunications,71.5,71.5,69.75,61.75,64.75,24.75,19.0,35.5,36.75,42.5,45.5,44.75
2021,1) Municipal Area,06) Information and Communication,03) 16 - 25 persons,"62) Computer programming, consultancy and related activities",108.0,103.1053,98.2105,78.6316,78.9211,77.0263,24.5789,66.7369,10.7894,35.86842104,49.65789472,42.76315788
2021,1) Municipal Area,06) Information and Communication,03) 16 - 25 persons,63) Information service activities,7.0,7.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2021,1) Municipal Area,06) Information and Communication,03) 16 - 25 persons,Total,331.3667,311.772,299.6939,217.9983,242.0545,166.4263,58.2289,139.6702,75.7227,115.58508772,153.40789475,134.2631579
2021,1) Municipal Area,06) Information and Communication,04) 26 - 30 persons,58) Publishing activities,11.0,11.0,11.0,9.0,11.0,8.75,4.25,8.75,2.25,2.25,4.25,6.5
2021,1) Municipal Area,06) Information and Communication,04) 26 - 30 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",28.0,27.0,24.1667,14.5,13.5,11.5,4.8333,6.8333,0.0,3.83333333,14.49999999,8.66666666
2021,1) Municipal Area,06) Information and Communication,04) 26 - 30 persons,60) Programming and broadcasting activities,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,1) Municipal Area,06) Information and Communication,04) 26 - 30 persons,61) Telecommunications,16.0002,14.0002,9.0001,12.3335,7.3334,7.0001,4.0,9.3334,9.0001,12.33333335,10.66666668,3.66666667
2021,1) Municipal Area,06) Information and Communication,04) 26 - 30 persons,"62) Computer programming, consultancy and related activities",38.0,38.0,20.0,19.0,28.0,14.5,13.5,24.5,9.0,14.5,20.0,23.5
2021,1) Municipal Area,06) Information and Communication,04) 26 - 30 persons,63) Information service activities,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
2021,1) Municipal Area,06) Information and Communication,04) 26 - 30 persons,Total,98.0002,95.0002,68.1668,58.8335,64.8334,41.7501,26.5833,52.4167,20.2501,34.91666668,50.41666667,42.33333333
2021,1) Municipal Area,06) Information and Communication,05) 31 - 50 persons,58) Publishing activities,26.0,26.0,22.0,20.0,16.0,8.0,2.0,8.0,0.0,16.0,10.0,10.0
2021,1) Municipal Area,06) Information and Communication,05) 31 - 50 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",48.5,36.75,23.0,23.0,33.5,22.25,7.75,15.0,12.5,15.0,20.25,23.0
2021,1) Municipal Area,06) Information and Communication,05) 31 - 50 persons,60) Programming and broadcasting activities,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2021,1) Municipal Area,06) Information and Communication,05) 31 - 50 persons,61) Telecommunications,40.1715,40.1715,35.2429,34.6143,27.8429,20.4572,11.0572,27.0572,13.0572,17.68571429,19.18571429,11.62857143
2021,1) Municipal Area,06) Information and Communication,05) 31 - 50 persons,"62) Computer programming, consultancy and related activities",53.0,48.9167,44.8333,31.5833,28.5,22.4167,9.1667,27.5,13.25,23.41666665,24.41666665,15.24999999
2021,1) Municipal Area,06) Information and Communication,05) 31 - 50 persons,63) Information service activities,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021,1) Municipal Area,06) Information and Communication,05) 31 - 50 persons,Total,174.6715,158.8382,132.0762,114.1976,109.8429,74.1239,30.9739,77.5572,38.8072,72.10238094,77.85238094,59.87857142
2021,1) Municipal Area,06) Information and Communication,06) 51 -  200 persons,58) Publishing activities,15.0,15.0,8.1111,7.1111,10.1111,4.4444,3.4444,4.6667,4.6667,4.66666666,5.88888888,9.1111111
2021,1) Municipal Area,06) Information and Communication,06) 51 -  200 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",38.0,38.0,34.1667,20.5,24.3333,17.5,5.0,14.5,3.0,32.16666665,24.49999999,12.66666666
2021,1) Municipal Area,06) Information and Communication,06) 51 -  200 persons,60) Programming and broadcasting activities,6.0,4.0,6.0,1.0,4.0,6.0,1.0,3.0,1.0,3.0,3.0,4.0
2021,1) Municipal Area,06) Information and Communication,06) 51 -  200 persons,61) Telecommunications,46.0001,42.2501,43.2084,40.1251,33.3751,24.4584,10.2917,23.0001,20.8334,30.12500001,29.70833334,20.25
2021,1) Municipal Area,06) Information and Communication,06) 51 -  200 persons,"62) Computer programming, consultancy and related activities",49.0,44.4286,43.4286,33.2857,38.8571,24.5143,11.7714,33.6571,31.6571,28.08571428,31.68571428,29.08571428
2021,1) Municipal Area,06) Information and Communication,06) 51 -  200 persons,63) Information service activities,8.0,8.0,5.0,8.0,8.0,7.0,3.0,7.0,7.0,5.0,8.0,7.0
2021,1) Municipal Area,06) Information and Communication,06) 51 -  200 persons,Total,162.0001,151.6787,139.9148,110.0219,118.6766,83.9171,34.5075,85.8239,68.1572,103.0440476,102.78293649,82.11349204
2021,1) Municipal Area,06) Information and Communication,07) More than 200 persons,58) Publishing activities,3.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0
2021,1) Municipal Area,06) Information and Communication,07) More than 200 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,4.5,9.0,4.5,9.0
2021,1) Municipal Area,06) Information and Communication,07) More than 200 persons,60) Programming and broadcasting activities,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2021,1) Municipal Area,06) Information and Communication,07) More than 200 persons,61) Telecommunications,14.0,14.0,14.0,10.0,10.0,8.0,8.0,10.0,4.0,12.0,8.0,10.0
2021,1) Municipal Area,06) Information and Communication,07) More than 200 persons,"62) Computer programming, consultancy and related activities",9.0,9.0,6.0,7.5,9.0,6.0,3.0,3.0,1.5,4.5,7.5,4.5
2021,1) Municipal Area,06) Information and Communication,07) More than 200 persons,63) Information service activities,5.0,3.3333,5.0,1.6667,3.3333,1.6667,0.0,1.6667,1.6667,3.33333334,3.33333334,3.33333334
2021,1) Municipal Area,06) Information and Communication,07) More than 200 persons,Total,42.0,40.3333,37.0,29.1667,35.3333,23.1667,11.0,26.6667,12.6667,30.83333334,27.33333334,29.83333334
2021,1) Municipal Area,06) Information and Communication,Total,58) Publishing activities,413.3002,359.1336,333.0502,264.7446,201.9222,151.8666,65.5555,118.1445,31.6556,147.44999999,160.43333331,61.19999999
2021,1) Municipal Area,06) Information and Communication,Total,"59) Motion picture, video and television programme production, sound recording and music publishing activities",857.1185,657.7736,622.8201,452.3473,454.5644,232.6981,110.8593,236.3279,95.4937,245.68227619,340.77624837,135.40935674
2021,1) Municipal Area,06) Information and Communication,Total,60) Programming and broadcasting activities,510.6015,384.3365,412.4118,353.5065,241.9958,195.5601,92.247,171.151,41.0897,147.58028108,312.24716735,35.75731225
2021,1) Municipal Area,06) Information and Communication,Total,61) Telecommunications,5666.2018,4251.0104,4493.3096,2792.438,2675.5394,2617.2935,950.5755,2665.6168,1091.2802,1503.85173996,2580.52847989,783.96813188
2021,1) Municipal Area,06) Information and Communication,Total,"62) Computer programming, consultancy and related activities",1132.3884,978.0562,896.6947,707.7544,713.8272,407.477,200.4339,392.3445,134.3503,321.25433997,431.2064079,240.31067994
2021,1) Municipal Area,06) Information and Communication,Total,63) Information service activities,126.2558,109.5058,102.5118,81.0952,55.0773,31.0298,13.2857,33.9345,15.6667,25.61904763,54.43452383,22.90476192
2021,1) Municipal Area,06) Information and Communication,Total,Total,8705.8662,6739.8161,6860.7982,4651.886,4342.9263,3635.9251,1432.9569,3617.5192,1409.5362,2391.43768482,3879.62616065,1279.55024272
2021,1) Municipal Area,Total,01) 1 - 10 persons,10) Manufacture of food products,9631.0573,6119.3099,5995.655,2806.8119,2830.3771,6635.2206,2090.5822,6132.6335,1623.3031,1895.44782152,6069.55167024,447.50980392
2021,1) Municipal Area,Total,01) 1 - 10 persons,11) Manufacture of beverages,885.155,380.4841,580.1435,313.5449,248.062,370.8164,80.8477,369.3926,18.5366,34.59952977,542.36135072,132.53071083
2021,1) Municipal Area,Total,01) 1 - 10 persons,12) Manufacture of tobacco products,30.8462,29.8462,14.9231,29.8462,29.8462,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2021,1) Municipal Area,Total,01) 1 - 10 persons,13) Manufacture of textiles,2872.1583,2213.7601,2498.374,1198.7263,881.3596,1244.045,31.4545,694.4874,0.0,318.1065424,1007.95898126,96.40191387
2021,1) Municipal Area,Total,01) 1 - 10 persons,14) Manufacture of wearing apparel,12601.164,4904.687,7473.3787,2496.7959,2311.8578,3770.0948,0.0,2424.8726,173.5897,1087.24132731,8372.58227751,173.58974359
2021,1) Municipal Area,Total,01) 1 - 10 persons,15) Manufacture of leather and related products,961.2363,541.1834,604.5331,314.376,20.7692,326.2377,0.0,272.1222,0.0,49.3076923,685.96563055,10.38461538
2021,1) Municipal Area,Total,01) 1 - 10 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2986.6263,593.2324,1484.7638,844.9414,558.1778,1434.318,12.0,1274.641,12.0,795.24576872,2297.10815935,12.0
2021,1) Municipal Area,Total,01) 1 - 10 persons,17) Manufacture of paper and paper products,362.3619,291.9302,277.455,158.3934,162.7711,93.0069,21.0172,92.9293,38.1521,17.23529412,149.25720082,53.6693712
2021,1) Municipal Area,Total,01) 1 - 10 persons,18) Printing and reproduction of recorded media,5434.5191,4284.5974,4453.3444,2319.5021,2357.9547,1968.4822,422.7782,2169.5763,62.5722,534.07255474,2314.74673696,344.88492291
2021,1) Municipal Area,Total,01) 1 - 10 persons,19) Manufacture of coke and refined petroleum products,16.5001,6.6667,7.0,3.6667,2.0,3.5,0.0,0.0,0.0,1.66666667,9.50000001,0.0
2021,1) Municipal Area,Total,01) 1 - 10 persons,20) Manufacture of chemicals and chemical products,537.9088,394.0664,365.5998,230.9106,198.2003,147.1898,9.1786,242.2318,8.697,78.17857145,230.312584,36.23268399
2021,1) Municipal Area,Total,01) 1 - 10 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",94.2045,46.2916,66.4292,31.3833,25.2458,42.6418,5.375,28.5006,0.0,0.0,66.05687227,4.2
