Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments using Internet,Sending or receiving  e-mail  ,Getting information about goods  or services ,Getting information from government organizations ,Interacting with  government organization ,Purchase/ sale goods and services or trading  partner,Delivering products  online  in digitized  form  ,Internet banking or accessing other financial services , Training via e-learning  system ,VoIP / video conferencing,Use of instant messaging/ bulletin boards  ,Internal or  external recruitment  
2014,1) Municipal Area,Total,04) 26 - 30 persons,31) Manufacture of furniture,33.3334,30.3334,33.3334,10.5,12.1667,7.1667,3.0,6.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,32) Other manufacturing,37.0685,30.8185,29.273,9.0455,10.591,12.432,0.0,4.6365,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,33) Repair and installation of machinery and equipment,11.5834,11.5834,11.5834,5.1667,1.75,1.75,0.0,1.75,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"38) Waste collection, treatment and disposal activities; materials recovery",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,41) Construction of buildings,71.3811,68.3811,47.0478,50.4525,27.4525,8.5,0.0,14.0953,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,42) Civil engineering,28.3999,23.9416,24.3666,20.9416,16.6583,3.125,0.0,8.4,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,43) Specialized construction activities,38.3337,34.667,34.3337,20.0002,16.6668,2.6667,0.0,2.6667,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,247.2281,219.5197,199.8097,111.9702,145.5869,69.7535,6.6667,100.0943,24.3592,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",534.4921,498.1486,436.2715,297.8312,300.5585,177.3104,34.7708,178.177,77.0625,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"47) Retail trade, except of motor vehicles and motorcycles",332.8334,310.0584,291.803,104.9939,130.5689,111.5976,10.4,68.9706,14.7571,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,49) Land transport and transport via pipelines,49.4381,49.4381,33.3047,16.2809,16.6238,4.0238,0.0,10.3667,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,52) Warehousing and support activities for transportation,12.0,10.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,55) Accommodation,120.7145,118.9145,107.505,67.562,55.362,80.0382,8.1428,18.0762,7.3334,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,56) Food and beverage service activities,261.0515,237.1855,176.2252,69.0152,54.058,65.1612,11.5882,13.3382,28.7219,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,58) Publishing activities,14.9998,14.9998,14.9998,10.3332,6.9999,4.6666,0.0,4.6666,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",27.0,20.3333,27.0,14.6667,2.3333,1.0,0.0,0.0,7.6667,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,60) Programming and broadcasting activities,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,61) Telecommunications,21.9999,18.6666,19.9999,17.9999,12.6666,11.3333,3.3333,6.3333,3.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"62) Computer programming, consultancy and related activities",22.0,22.0,15.0,22.0,21.0,7.0,7.0,21.0,7.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,68) Real estate activities,93.0002,84.8224,83.4224,35.9112,35.9112,7.2,0.0,5.8,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,69) Legal and accounting activities,14.0,14.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,70) Activities of head offices; management consultancy activities,5.0001,5.0001,5.0001,0.0,0.0,3.3334,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,71) Architectural and engineering activities; technical testing and analysis,33.6667,31.6667,31.0667,16.1667,10.4,0.0,2.6,2.6,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,73) Advertising and market research,16.0002,16.0002,15.0002,6.5001,4.3334,0.0,2.1667,3.1667,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"74) Other professional, scientific and technical activities",20.0,16.75,20.0,8.75,12.25,5.5,1.0,3.25,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,77) Rental and leasing activities,15.0,15.0,12.5,5.5,8.0,2.0,0.0,2.5,2.5,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,78) Employment activities,13.6664,12.3331,11.3331,5.3332,3.9999,1.3333,0.0,2.6666,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"79) Travel agency, tour operator, reservation service and related activities",20.4999,20.4999,20.4999,5.3333,5.3333,6.8333,0.0,6.8333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,80) Security and investigation activities,13.1665,10.4999,13.1665,7.3332,5.9999,3.3333,0.0,3.3333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,81) Services to buildings and landscape activities,8.0001,5.3334,5.3334,2.6667,3.6667,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"82) Office administrative, office support and other business support activities",22.3333,16.3333,22.3333,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,86) Human health activities,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"90) Creative, arts and entertainment activities",5.875,2.875,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,93) Sports activities and amusement and recreation activities,9.0,7.5,9.0,5.5,5.5,3.5,0.0,3.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,95) Repair of computers and personal and household goods,14.0001,9.8334,14.0001,2.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,96) Other personal service activities,18.375,15.375,11.5,8.75,4.875,6.125,1.0,2.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,Total,2824.3325,2606.9553,2355.2723,1280.4215,1123.2757,728.8874,103.2752,590.8919,175.4675,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,10) Manufacture of food products,188.9489,163.7466,159.6114,101.5798,64.5762,41.7175,8.1176,42.1904,3.5,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,11) Manufacture of beverages,15.7571,11.1857,14.5571,11.7714,8.5571,5.9857,1.2857,2.4857,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,12) Manufacture of tobacco products,3.5714,2.5714,2.2857,2.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,13) Manufacture of textiles,104.0641,95.229,89.8799,37.2337,37.2337,5.5833,0.0,7.4934,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,14) Manufacture of wearing apparel,162.5247,143.1914,140.6081,94.0275,54.5468,15.914,4.2858,29.0165,4.7262,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,15) Manufacture of leather and related products,56.4874,54.2566,56.4874,42.248,2.2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",43.3399,38.8573,34.8747,16.1065,8.2301,12.483,2.1111,6.5937,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,17) Manufacture of paper and paper products,59.3237,54.7286,52.9391,28.1335,11.1538,8.7692,0.0,1.3846,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,18) Printing and reproduction of recorded media,141.0681,122.5982,130.2225,79.125,52.0096,22.8487,5.0455,20.0699,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,19) Manufacture of coke and refined petroleum products,10.4999,10.4999,7.9999,6.3333,5.3333,1.3333,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,20) Manufacture of chemicals and chemical products,153.0437,149.4555,143.9414,79.8493,63.353,36.8356,0.0,34.9097,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",21.3667,21.3667,15.0667,13.5667,13.5667,3.5,0.0,1.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,22) Manufacture of rubber and plastics products,171.8389,149.0387,142.9061,49.3013,44.6084,37.2417,6.1112,31.5487,2.25,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,23) Manufacture of other non-metallic mineral products,92.41,85.4894,72.571,48.2068,30.8319,28.9368,2.6471,20.7341,4.4249,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,24) Manufacture of basic metals,60.6946,58.331,49.7174,18.1494,21.2744,5.4886,0.0,4.7272,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",286.1998,269.3714,257.3201,133.4296,80.5864,84.0981,2.8036,31.6002,6.7105,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"26) Manufacture of computer, electronic and optical products",35.0834,29.9167,35.0834,17.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,27) Manufacture of electrical equipment,52.545,45.636,49.545,23.2725,18.818,11.3635,0.0,7.909,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,28) Manufacture of machinery and equipment n.e.c.,104.8663,104.8663,89.4372,55.3498,48.8165,25.9624,10.125,20.4291,3.8333,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",60.1968,57.5301,51.2163,34.2357,31.569,6.3138,2.6667,17.961,2.6667,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,30) Manufacture of other transport equipment,29.0668,29.0668,26.4668,11.5556,8.5778,12.1778,0.0,4.3778,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,31) Manufacture of furniture,98.8152,78.2531,86.6249,41.8418,28.7505,28.7463,0.0,13.6185,2.9375,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,32) Other manufacturing,107.0227,107.0227,94.2227,69.0197,67.1848,35.5666,0.0,7.3833,1.6,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,33) Repair and installation of machinery and equipment,34.523,33.523,28.7275,12.9775,6.25,6.841,6.5455,11.0455,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,37) Sewerage,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"38) Waste collection, treatment and disposal activities; materials recovery",8.0174,8.0174,5.6841,3.0175,6.6841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,41) Construction of buildings,190.8579,177.0033,169.155,85.273,69.5764,38.7497,2.5833,30.3268,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,42) Civil engineering,53.4162,48.2496,50.3329,34.3163,32.1497,13.6665,6.9333,22.1497,4.4,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,43) Specialized construction activities,116.657,106.7746,109.8976,78.4441,61.3276,15.8402,0.0,17.9228,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,556.5962,521.8774,462.6448,285.824,267.7125,186.251,17.2614,100.1141,38.4623,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",1092.8837,1041.5732,1001.5295,554.1155,525.0152,310.3803,45.1676,291.547,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"47) Retail trade, except of motor vehicles and motorcycles",671.9468,614.4066,599.4151,347.6062,372.9722,353.5807,25.7768,146.2938,19.4112,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,49) Land transport and transport via pipelines,144.1592,139.9271,124.1129,74.5463,48.3713,29.3071,0.0,31.575,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,52) Warehousing and support activities for transportation,29.7332,25.4999,22.2499,19.2166,11.5166,8.05,3.25,1.2,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,55) Accommodation,381.7393,364.6184,315.4922,187.9918,118.6286,202.5263,31.8767,83.5065,5.0714,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,56) Food and beverage service activities,508.5967,389.0844,372.1147,106.9912,112.3376,107.9758,12.2142,17.0626,41.4693,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,58) Publishing activities,24.0,18.0,21.0,15.0,18.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",61.0001,51.7501,58.5001,26.9167,22.4167,24.0001,4.0,2.25,4.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,60) Programming and broadcasting activities,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,61) Telecommunications,40.083,40.083,38.7497,29.7331,17.1499,16.8832,5.9333,8.2833,6.4166,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"62) Computer programming, consultancy and related activities",48.0002,48.0002,48.0002,20.2858,33.143,22.2858,13.8572,12.8572,6.4286,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,63) Information service activities,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,68) Real estate activities,164.6661,152.0328,144.3995,80.7664,73.1331,33.7332,0.0,11.6333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,69) Legal and accounting activities,37.0,37.0,28.5,28.0,28.0,11.25,1.5,10.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,70) Activities of head offices; management consultancy activities,19.0002,19.0002,19.0002,6.3334,6.3334,6.3334,3.1667,3.1667,3.1667,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,71) Architectural and engineering activities; technical testing and analysis,39.0003,37.5003,31.6669,28.1669,24.5002,3.6667,0.0,11.0001,3.6667,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,72) Scientific research and development,3.0,3.0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,73) Advertising and market research,50.9996,50.9996,46.636,32.5452,18.4544,16.0908,1.0,14.0908,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"74) Other professional, scientific and technical activities",45.0001,45.0001,31.0001,22.1667,13.3334,6.1667,1.6667,7.1667,1.6667,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,77) Rental and leasing activities,26.5,26.5,17.5,11.0,15.5,6.0,0.0,4.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,78) Employment activities,17.4999,17.4999,11.9999,7.6666,5.3333,0.0,0.0,6.6666,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"79) Travel agency, tour operator, reservation service and related activities",48.1427,48.1427,39.6189,7.5238,21.238,33.4285,0.0,12.7142,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,80) Security and investigation activities,64.4996,61.583,51.4164,24.3332,17.3332,1.3333,0.0,5.4166,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,81) Services to buildings and landscape activities,42.2001,36.4858,30.8858,14.5429,3.7143,8.1143,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"82) Office administrative, office support and other business support activities",27.5,27.5,27.5,15.25,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,86) Human health activities,14.0,13.0,13.0,10.0,12.0,3.5,0.0,2.25,2.25,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"90) Creative, arts and entertainment activities",13.0788,6.5455,10.9788,2.3333,0.0,5.0,0.0,2.3333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,"91) Libraries, archives, museums and other cultural activities",3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,93) Sports activities and amusement and recreation activities,21.583,18.7259,17.583,10.1546,4.7142,5.1904,1.8571,6.2975,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,95) Repair of computers and personal and household goods,12.0,12.0,7.2,0.0,4.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,96) Other personal service activities,61.0999,54.6999,53.8666,16.0,15.4,10.0666,3.4,8.8,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,05) 31 - 50 persons,Total,6742.7153,6192.813,5829.4431,3225.9112,2712.3477,1928.9775,240.1891,1195.1029,170.0586,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,10) Manufacture of food products,429.6973,406.1894,399.3769,316.5272,292.3978,158.9829,28.2906,130.6974,21.9605,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,11) Manufacture of beverages,33.1406,30.712,28.7739,27.4739,20.6953,9.4667,1.7,8.3167,2.6667,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,12) Manufacture of tobacco products,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,13) Manufacture of textiles,207.3126,187.8991,177.1168,68.2136,73.0936,31.7439,0.0,26.9415,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,14) Manufacture of wearing apparel,295.8302,292.8828,245.9535,150.319,134.1052,91.8823,10.0069,84.975,8.2069,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,15) Manufacture of leather and related products,103.7667,98.5167,87.8667,41.5167,32.85,15.9,1.1667,16.35,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",79.2216,77.5549,64.7206,44.4701,35.0195,17.4505,2.75,5.5,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,17) Manufacture of paper and paper products,119.7533,110.77,100.0008,69.2137,41.4945,26.3882,0.0,5.6191,3.3333,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,18) Printing and reproduction of recorded media,120.4334,120.4334,111.9542,67.7792,76.2584,44.0417,13.625,16.7917,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,19) Manufacture of coke and refined petroleum products,14.5,14.5,14.5,12.7,9.4,5.4,1.8,7.9,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,20) Manufacture of chemicals and chemical products,270.6433,264.0571,237.0572,133.5403,139.503,75.0045,6.5862,64.1001,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",71.25,54.65,61.9,31.1,36.825,9.35,10.875,10.875,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,22) Manufacture of rubber and plastics products,424.3807,411.464,385.8246,206.27,153.4532,75.2303,13.8334,90.0562,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,23) Manufacture of other non-metallic mineral products,164.214,161.6351,142.0625,91.4969,88.2835,74.7075,5.1578,44.3405,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,24) Manufacture of basic metals,128.2802,119.0135,122.0402,90.4135,78.1201,37.8,3.6,38.8267,3.6,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",295.4349,284.7975,258.21,126.5628,102.1291,55.3773,0.0,49.5222,15.5641,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,"26) Manufacture of computer, electronic and optical products",126.012,120.1906,120.1906,85.5061,84.0655,57.7857,21.8096,44.1191,13.5834,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,27) Manufacture of electrical equipment,109.74,109.74,107.115,76.81,66.88,37.61,4.84,49.165,9.68,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,28) Manufacture of machinery and equipment n.e.c.,135.2626,129.7209,132.1857,81.6361,63.2572,45.7091,4.5417,34.4622,4.0526,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",179.2907,178.2907,168.9459,133.9788,105.345,52.3171,11.6224,46.1447,3.3333,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,30) Manufacture of other transport equipment,29.9669,29.9669,28.4669,18.5668,20.7668,12.2334,2.2,12.3667,2.2,0.0,0.0,0.0
2014,1) Municipal Area,Total,06) 51 -  200 persons,31) Manufacture of furniture,144.2437,138.8866,132.187,85.6395,78.9491,38.7022,5.3571,34.9642,8.8571,0.0,0.0,0.0
